TIPO;ID;VENCIMENTO;EMPRESA;PESSOA;DOCUMENTO;VALOR
RECEBER;523-1;2022-01-04;1;79;01;3500.0
RECEBER;520-1;2022-01-07;1;79;07/01/2022;18.91
RECEBER;635-1;2022-01-10;1;79;10/01;4200.0
RECEBER;521-1;2022-01-11;1;79;11/2021;57.24
RECEBER;522-1;2022-01-12;1;79;01/2021;26.12
RECEBER;524-1;2022-01-18;1;79;18/01;97.98
RECEBER;525-1;2022-01-18;1;73;632;241798.57
RECEBER;526-1;2022-01-20;1;79;22/12/2021;11450.0
RECEBER;534-1;2022-01-20;1;78;454;105708.72
RECEBER;527-1;2022-01-25;1;79;25/01;6720.0
RECEBER;528-1;2022-01-25;1;55;633;7667.24
RECEBER;529-1;2022-01-25;1;55;634;7667.24
RECEBER;535-1;2022-01-26;1;78;469;94388.21
RECEBER;531-1;2022-01-28;1;78;459;37572.39
RECEBER;532-1;2022-01-28;1;78;458;70395.32
RECEBER;533-1;2022-01-28;1;78;457;71913.64
RECEBER;530-1;2022-01-31;1;70;636;201644.28
RECEBER;550-1;2022-02-04;1;6;637;25163.14
RECEBER;537-1;2022-02-09;1;79;09/02;2410.34
RECEBER;563-1;2022-02-10;1;79;10/02;1750.0
RECEBER;538-1;2022-02-11;1;79;01;32650.0
RECEBER;551-1;2022-02-11;1;73;639;260578.96
RECEBER;546-1;2022-02-15;1;78;473;62704.4
RECEBER;553-1;2022-02-18;1;77;641;143603.31
RECEBER;554-1;2022-02-18;1;77;643;116351.32
RECEBER;555-1;2022-02-18;1;77;644;61658.85
RECEBER;556-1;2022-02-22;1;83;645;66053.99
RECEBER;552-1;2022-02-23;1;79;01;5950.0
RECEBER;570-1;2022-02-25;1;55;646;100317.41
RECEBER;571-1;2022-02-25;1;55;647;100317.41
RECEBER;634-1;2022-02-28;1;79;28/02;8800.0
RECEBER;557-1;2022-03-02;1;83;650;161259.83
RECEBER;559-1;2022-03-02;1;55;648;7667.24
RECEBER;567-1;2022-03-02;1;55;649;461956.27
RECEBER;572-1;2022-03-02;1;80;651;12198.29
RECEBER;573-1;2022-03-02;1;80;652;23281.7
RECEBER;574-1;2022-03-02;1;80;653;29313.15
RECEBER;591-1;2022-03-04;1;78;482;109104.84
RECEBER;592-1;2022-03-04;1;78;483;27805.65
RECEBER;593-1;2022-03-04;1;78;484;24854.71
RECEBER;561-1;2022-03-07;1;29;655;100804.0
RECEBER;558-1;2022-03-09;1;77;656;113545.25
RECEBER;562-1;2022-03-09;1;29;657;80184.03
RECEBER;564-1;2022-03-10;1;81;658;56146.1
RECEBER;560-1;2022-03-11;1;83;659;121098.94
RECEBER;566-1;2022-03-15;1;9;660;25142.21
RECEBER;565-1;2022-03-16;1;81;661;44823.08
RECEBER;585-1;2022-03-23;1;7;662;8105.75
RECEBER;568-1;2022-03-24;1;81;668;17705.09
RECEBER;575-1;2022-03-24;1;81;667;208029.75
RECEBER;577-1;2022-03-30;1;84;672;18134.58
RECEBER;578-1;2022-03-30;1;84;673;52358.32
RECEBER;579-1;2022-03-30;1;84;674;56078.24
RECEBER;569-1;2022-03-31;1;79;301;285622.91
RECEBER;580-1;2022-04-01;1;24;675;23756.12
RECEBER;581-1;2022-04-01;1;24;676;13723.31
RECEBER;582-1;2022-04-01;1;77;677;61877.31
RECEBER;583-1;2022-04-04;1;77;679;113880.06
RECEBER;594-1;2022-04-07;1;80;681;93407.09
RECEBER;595-1;2022-04-11;1;84;683;80891.14
RECEBER;596-1;2022-04-11;1;83;682;200218.31
RECEBER;584-1;2022-04-20;1;17;686;6379.59
RECEBER;597-1;2022-04-20;1;81;684;33293.52
RECEBER;598-1;2022-04-22;1;77;687;105864.67
RECEBER;599-1;2022-04-22;1;77;688;145512.46
RECEBER;600-1;2022-04-22;1;77;689;96299.34
RECEBER;601-1;2022-04-25;1;55;690;7667.24
RECEBER;602-1;2022-04-25;1;85;25/04;30000.0
RECEBER;603-1;2022-04-26;1;79;373218/428819;101596.58
RECEBER;636-1;2022-04-28;1;79;28/04;3780.0
RECEBER;625-1;2022-05-01;1;85;ADITIVO;14109.48
RECEBER;604-1;2022-05-06;1;83;692;90261.44
RECEBER;667-1;2022-05-06;1;79;01;7000.0
RECEBER;605-1;2022-05-09;1;77;693;99311.04
RECEBER;606-1;2022-05-10;1;86;694;200272.85
RECEBER;607-1;2022-05-10;1;81;695;41859.73
RECEBER;615-1;2022-05-10;1;78;547;167747.11
RECEBER;626-1;2022-05-10;1;78;546;93989.23
RECEBER;609-1;2022-05-16;1;55;696;196024.06
RECEBER;610-1;2022-05-16;1;55;697;160448.13
RECEBER;611-1;2022-05-17;1;55;698;7667.24
RECEBER;612-1;2022-05-18;1;73;699;46709.94
RECEBER;613-1;2022-05-19;1;85;01;35615.94
RECEBER;630-1;2022-05-19;1;80;700;44332.21
RECEBER;628-1;2022-05-25;1;82;564;90000.0
RECEBER;629-1;2022-05-25;1;82;566;62000.0
RECEBER;631-1;2022-05-25;1;84;724;46198.8
RECEBER;632-1;2022-05-31;1;86;702;212631.59
RECEBER;662-1;2022-06-01;1;79;13/07;10500.0
RECEBER;633-1;2022-06-02;1;73;703;324447.76
RECEBER;637-1;2022-06-02;1;83;704;138682.77
RECEBER;638-1;2022-06-06;1;77;705;120449.45
RECEBER;639-1;2022-06-07;1;73;706;153791.93
RECEBER;640-1;2022-06-09;1;55;707;7667.24
RECEBER;641-1;2022-06-09;1;87;708;140515.04
RECEBER;642-1;2022-06-10;1;77;709;194715.73
RECEBER;643-1;2022-06-15;1;81;712;61929.71
RECEBER;644-1;2022-06-15;1;9;713;6186.51
RECEBER;645-1;2022-06-20;1;78;583;74839.12
RECEBER;646-1;2022-06-20;1;78;584;35287.87
RECEBER;647-1;2022-06-21;1;77;714;149928.91
RECEBER;648-1;2022-06-21;1;36;715;2064.65
RECEBER;649-1;2022-06-22;1;86;716;286798.16
RECEBER;650-1;2022-06-22;1;34;717;40355.26
RECEBER;651-1;2022-06-22;1;34;718;6069.69
RECEBER;652-1;2022-06-22;1;86;719;11152.99
RECEBER;653-1;2022-06-22;1;84;720;73600.92
RECEBER;654-1;2022-06-22;1;87;721;33468.46
RECEBER;655-1;2022-06-27;1;87;722;11110.57
RECEBER;656-1;2022-06-28;1;36;723;6186.51
RECEBER;657-1;2022-07-01;1;81;725;85940.02
RECEBER;658-1;2022-07-01;1;77;726;84960.5
RECEBER;659-1;2022-07-01;1;55;727;233475.55
RECEBER;660-1;2022-07-01;1;55;728;191102.64
RECEBER;661-1;2022-07-05;1;86;729;200230.54
RECEBER;663-1;2022-07-05;1;82;587;16566.01
RECEBER;664-1;2022-07-05;1;82;590;3445.9
RECEBER;665-1;2022-07-05;1;82;588;67236.31
RECEBER;666-1;2022-07-05;1;82;589;63276.19
RECEBER;669-1;2022-07-19;1;88;732;45047.15
RECEBER;668-1;2022-07-21;1;82;608;59747.43
RECEBER;670-1;2022-07-22;1;87;733;52693.64
RECEBER;671-1;2022-07-22;1;77;734;125902.31
RECEBER;672-1;2022-07-27;1;86;735;190014.95
RECEBER;673-1;2022-07-27;1;86;736;218317.08
RECEBER;674-1;2022-08-01;1;79;01/08;1330.0
RECEBER;675-1;2022-08-01;1;77;737;134389.85
RECEBER;676-1;2022-08-02;1;77;738;94499.49
RECEBER;677-1;2022-08-04;1;81;739;109046.43
RECEBER;678-1;2022-08-04;1;88;740;45047.15
RECEBER;679-1;2022-08-04;1;77;741;62767.47
RECEBER;684-1;2022-08-09;1;78;616;28129.53
RECEBER;687-1;2022-08-09;1;78;615;214584.3
RECEBER;681-1;2022-08-12;1;55;744;7667.24
RECEBER;682-1;2022-08-17;1;86;745;293336.59
RECEBER;683-1;2022-08-17;1;86;746;160157.78
RECEBER;685-1;2022-08-17;1;78;618;77090.4
RECEBER;686-1;2022-08-18;1;84;747;11839.86
RECEBER;688-1;2022-08-22;1;87;748;110395.29
RECEBER;689-1;2022-08-24;1;86;749;369992.61
RECEBER;690-1;2022-08-29;1;84;750;216857.2
RECEBER;695-1;2022-08-30;1;17;751;42408.67
RECEBER;696-1;2022-08-30;1;17;752;25274.19
RECEBER;697-1;2022-08-30;1;35;753;3849.01
RECEBER;691-1;2022-09-01;1;84;757;333429.9
RECEBER;698-1;2022-09-01;1;73;755;153407.25
RECEBER;699-1;2022-09-01;1;73;756;89328.01
RECEBER;693-1;2022-09-02;1;78;640;88040.56
RECEBER;694-1;2022-09-02;1;78;639;101344.13
RECEBER;700-1;2022-09-02;1;77;758;9744.96
RECEBER;701-1;2022-09-02;1;77;759;10839.09
RECEBER;702-1;2022-09-02;1;77;760;13875.77
RECEBER;703-1;2022-09-02;1;77;761;14503.94
RECEBER;704-1;2022-09-02;1;55;762;267129.82
RECEBER;692-1;2022-09-06;1;29;763;82816.87
RECEBER;705-1;2022-09-14;1;84;764;300293.76
RECEBER;706-1;2022-09-15;1;55;765;185395.4
RECEBER;707-1;2022-09-15;1;55;766;159198.85
RECEBER;708-1;2022-09-15;1;77;767;89643.8
RECEBER;709-1;2022-09-15;1;77;768;93955.29
RECEBER;710-1;2022-09-15;1;13;769;3040.54
RECEBER;711-1;2022-09-15;1;38;770;6186.51
RECEBER;712-1;2022-09-19;1;38;772;30061.42
RECEBER;713-1;2022-09-19;1;81;771;35272.2
RECEBER;714-1;2022-09-22;1;77;775;7230.81
RECEBER;715-1;2022-09-22;1;77;776;132710.63
RECEBER;716-1;2022-09-22;1;90;777;185295.57
RECEBER;717-1;2022-09-26;1;87;778;103463.95
RECEBER;718-1;2022-09-28;1;70;779;96704.7
RECEBER;719-1;2022-09-29;1;17;780;16376.82
RECEBER;724-1;2022-09-29;1;78;647;50737.79
RECEBER;720-1;2022-09-30;1;64;781;6186.51
RECEBER;721-1;2022-10-03;1;55;782;7667.24
RECEBER;722-1;2022-10-03;1;55;783;7667.24
RECEBER;723-1;2022-10-03;1;55;784;7667.24
RECEBER;725-1;2022-10-03;1;77;785;79529.12
RECEBER;726-1;2022-10-06;1;86;786;250445.84
RECEBER;727-1;2022-10-06;1;86;787;135314.74
RECEBER;728-1;2022-10-11;1;77;788;223226.51
RECEBER;729-1;2022-10-11;1;84;789;11518.52
RECEBER;730-1;2022-10-11;1;84;790;6571.87
RECEBER;731-1;2022-10-11;1;36;793;2669.36
RECEBER;732-1;2022-10-11;1;44;794;1796.05
RECEBER;733-1;2022-10-17;1;16;795;6147.41
RECEBER;734-1;2022-10-18;1;70;796;57616.36
RECEBER;735-1;2022-10-18;1;36;797;13550.66
RECEBER;736-1;2022-10-18;1;55;798;7667.24
RECEBER;739-1;2022-10-20;1;70;799;61952.36
RECEBER;740-1;2022-10-20;1;84;801;150213.84
RECEBER;741-1;2022-10-20;1;90;802;351344.79
RECEBER;738-1;2022-10-25;1;48;805;6069.69
RECEBER;742-1;2022-10-25;1;70;803;486006.97
RECEBER;743-1;2022-10-25;1;81;804;30441.46
RECEBER;745-1;2022-10-25;1;17;806;6108.3
RECEBER;746-1;2022-10-25;1;41;807;6186.51
RECEBER;737-1;2022-10-27;1;78;670;38325.7
RECEBER;747-1;2022-10-27;1;87;808;110202.39
RECEBER;748-1;2022-11-01;1;86;809;111196.93
RECEBER;749-1;2022-11-01;1;86;810;215011.23
RECEBER;750-1;2022-11-01;1;86;811;76471.84
RECEBER;751-1;2022-11-05;1;84;812;18004.13
RECEBER;752-1;2022-11-05;1;84;813;254314.75
RECEBER;753-1;2022-11-10;1;73;814;50790.56
RECEBER;758-1;2022-11-10;1;78;674;36612.47
RECEBER;754-1;2022-11-11;1;77;815;140844.1
RECEBER;755-1;2022-11-16;1;77;817;68104.61
RECEBER;756-1;2022-11-17;1;77;818;117902.89
RECEBER;757-1;2022-11-17;1;70;819;63105.3
RECEBER;759-1;2022-11-21;1;73;820;50707.94
RECEBER;760-1;2022-11-22;1;90;821;466224.65
RECEBER;761-1;2022-11-23;1;48;823;32578.61
RECEBER;762-1;2022-11-30;1;87;824;302746.5
RECEBER;763-1;2022-11-30;1;86;825;120109.52
RECEBER;764-1;2022-11-30;1;86;826;190460.16
RECEBER;765-1;2022-11-30;1;86;827;73640.94
RECEBER;766-1;2022-11-30;1;55;828;7667.24
RECEBER;767-1;2022-12-06;1;77;829;198703.84
RECEBER;768-1;2022-12-06;1;77;830;186338.28
RECEBER;769-1;2022-12-13;1;77;831;287525.53
RECEBER;770-1;2022-12-13;1;84;847;122637.66
RECEBER;771-1;2022-12-14;1;91;834;77160.81
RECEBER;772-1;2022-12-14;1;77;835;134764.68
RECEBER;773-1;2022-12-16;1;77;836;198976.08
RECEBER;774-1;2022-12-16;1;77;837;88479.28
RECEBER;775-1;2022-12-16;1;90;838;388384.2
RECEBER;776-1;2022-12-20;1;73;839;76434.63
RECEBER;777-1;2022-12-21;1;90;840;190293.78
RECEBER;778-1;2022-12-26;1;55;841;7667.24
RECEBER;779-1;2022-12-27;1;73;842;68910.41
RECEBER;780-1;2022-12-28;1;86;843;476197.24
RECEBER;781-1;2022-12-28;1;86;844;342629.93
RECEBER;782-1;2022-12-28;1;86;845;156357.93
RECEBER;783-1;2022-12-28;1;92;846;178765.53
RECEBER;942-1;2023-01-02;1;79;261528;150.0
RECEBER;944-1;2023-01-02;1;94;01;19864.21
RECEBER;785-1;2023-01-11;1;84;848;385476.79
RECEBER;786-1;2023-01-11;1;84;849;107020.32
RECEBER;784-1;2023-01-16;1;86;850;117534.7
RECEBER;787-1;2023-01-23;1;55;851;7667.24
RECEBER;798-1;2023-01-25;3;81;852;62000.0
RECEBER;788-1;2023-01-26;1;86;853;116821.88
RECEBER;789-1;2023-01-26;1;86;854;214428.45
RECEBER;943-1;2023-01-26;1;24;01;52351.6
RECEBER;790-1;2023-01-31;1;87;855;30691.84
RECEBER;791-1;2023-01-31;1;87;856;11896.76
RECEBER;792-1;2023-02-02;1;79;02/02;1400.0
RECEBER;793-1;2023-02-07;1;87;858;24614.44
RECEBER;794-1;2023-02-07;1;84;859;217667.83
RECEBER;795-1;2023-02-10;1;80;860;94309.58
RECEBER;796-1;2023-02-15;1;90;864;499848.37
RECEBER;797-1;2023-02-15;1;87;865;613393.81
RECEBER;799-1;2023-02-23;1;81;867;80094.98
RECEBER;801-1;2023-03-01;1;92;868;276177.26
RECEBER;800-1;2023-03-02;1;86;870;72240.46
RECEBER;802-1;2023-03-02;1;86;869;165928.93
RECEBER;803-1;2023-03-02;1;86;871;198276.66
RECEBER;804-1;2023-03-06;1;77;872;104827.96
RECEBER;805-1;2023-03-10;1;84;873;65267.09
RECEBER;806-1;2023-03-14;1;87;874;459246.41
RECEBER;808-1;2023-03-15;1;90;875;375008.74
RECEBER;807-1;2023-03-16;1;55;876;394016.15
RECEBER;809-1;2023-03-17;1;87;877;180159.4
RECEBER;810-1;2023-03-17;1;77;878;72247.86
RECEBER;811-1;2023-03-21;1;55;879;7667.24
RECEBER;812-1;2023-03-22;1;70;880;74736.62
RECEBER;813-1;2023-03-22;1;73;881;13987.98
RECEBER;814-1;2023-03-23;1;92;882;264377.96
RECEBER;815-1;2023-03-23;1;87;883;188782.77
RECEBER;819-1;2023-03-28;3;79;884;47000.0
RECEBER;820-1;2023-03-28;3;79;884;20000.0
RECEBER;821-1;2023-03-28;3;79;884;60000.0
RECEBER;822-1;2023-03-28;1;81;884;84243.19
RECEBER;816-1;2023-03-30;1;86;885;90322.22
RECEBER;818-1;2023-03-30;1;86;888;141402.2
RECEBER;823-1;2023-04-12;1;87;890;154262.67
RECEBER;824-1;2023-04-12;1;82;891;633440.37
RECEBER;825-1;2023-04-17;1;55;892;285754.5
RECEBER;826-1;2023-04-18;1;84;893;142007.34
RECEBER;827-1;2023-04-19;1;90;894;440117.53
RECEBER;828-1;2023-05-02;1;44;896;13878.33
RECEBER;829-1;2023-05-03;1;10;897;14986.18
RECEBER;817-1;2023-05-04;1;86;900;108970.45
RECEBER;830-1;2023-05-04;1;92;898;296025.87
RECEBER;831-1;2023-05-04;1;86;901;100201.18
RECEBER;832-1;2023-05-04;1;86;902;123400.99
RECEBER;833-1;2023-05-04;1;77;903;174373.48
RECEBER;834-1;2023-05-04;1;77;904;182392.63
RECEBER;835-1;2023-05-11;1;87;907;60529.03
RECEBER;836-1;2023-05-12;1;86;908;152997.37
RECEBER;837-1;2023-05-15;1;93;909;72072.74
RECEBER;839-1;2023-05-16;1;91;912;84954.79
RECEBER;840-1;2023-05-16;1;70;911;50967.73
RECEBER;841-1;2023-05-16;1;90;913;302586.8
RECEBER;842-1;2023-05-17;1;77;914;67411.96
RECEBER;843-1;2023-05-18;1;55;915;7667.24
RECEBER;844-1;2023-05-19;1;70;916;48579.99
RECEBER;838-1;2023-05-22;1;93;917;186319.11
RECEBER;845-1;2023-05-22;1;82;918;322446.3
RECEBER;846-1;2023-05-22;1;82;919;209664.94
RECEBER;847-1;2023-05-23;1;87;920;85265.07
RECEBER;848-1;2023-05-24;1;77;922;107138.73
RECEBER;849-1;2023-05-26;1;55;923;70450.44
RECEBER;850-1;2023-05-26;1;55;924;60498.33
RECEBER;851-1;2023-06-01;1;87;926;10371.47
RECEBER;852-1;2023-06-01;1;87;927;244093.87
RECEBER;853-1;2023-06-02;1;55;928;132787.56
RECEBER;854-1;2023-06-06;1;77;929;53775.28
RECEBER;855-1;2023-06-06;1;84;930;212706.4
RECEBER;856-1;2023-06-06;1;84;931;20509.28
RECEBER;857-1;2023-06-06;1;84;932;4669.33
RECEBER;858-1;2023-06-07;1;92;933;186213.45
RECEBER;868-1;2023-06-09;1;86;945;100830.14
RECEBER;859-1;2023-06-13;1;90;935;508533.68
RECEBER;881-1;2023-06-14;1;93;936;160266.67
RECEBER;861-1;2023-06-15;1;82;937;362992.51
RECEBER;862-1;2023-06-15;1;82;938;44665.62
RECEBER;863-1;2023-06-15;1;81;939;58677.32
RECEBER;864-1;2023-06-15;1;81;940;71836.2
RECEBER;865-1;2023-06-15;1;81;941;77087.45
RECEBER;866-1;2023-06-15;1;70;942;20720.07
RECEBER;867-1;2023-06-16;1;86;944;27845.05
RECEBER;869-1;2023-06-16;1;91;948;85503.12
RECEBER;870-1;2023-06-19;1;70;949;157717.26
RECEBER;871-1;2023-06-20;1;86;951;28930.92
RECEBER;873-1;2023-06-23;1;93;952;45591.08
RECEBER;874-1;2023-06-27;1;87;953;117859.91
RECEBER;875-1;2023-06-29;1;81;954;211953.05
RECEBER;893-1;2023-07-01;1;85;15;60276.08
RECEBER;877-1;2023-07-03;1;55;955;7667.24
RECEBER;878-1;2023-07-04;1;87;956;145919.22
RECEBER;879-1;2023-07-06;1;77;957;55329.3
RECEBER;876-1;2023-07-07;1;91;958;44299.7
RECEBER;880-1;2023-07-12;1;93;959;96622.31
RECEBER;883-1;2023-07-12;1;92;960;194048.85
RECEBER;882-1;2023-07-13;1;77;961;106743.4
RECEBER;884-1;2023-07-14;1;86;962;150209.43
RECEBER;885-1;2023-07-14;1;86;963;121096.4
RECEBER;886-1;2023-07-19;1;55;964;7667.24
RECEBER;887-1;2023-07-20;1;90;965;170790.82
RECEBER;888-1;2023-07-21;1;77;966;120188.2
RECEBER;889-1;2023-07-24;1;82;967;178311.12
RECEBER;890-1;2023-07-24;1;82;968;378344.59
RECEBER;891-1;2023-07-25;1;81;969;71402.0
RECEBER;892-1;2023-07-27;1;79;270802;60000.0
RECEBER;894-1;2023-07-28;1;77;970;13476.89
RECEBER;895-1;2023-07-31;1;81;971;452915.42
RECEBER;896-1;2023-08-01;1;92;976;23878.28
RECEBER;897-1;2023-08-02;1;93;978;193296.3
RECEBER;898-1;2023-08-02;1;87;979;56927.08
RECEBER;899-1;2023-08-02;1;87;980;17520.16
RECEBER;900-1;2023-08-02;1;87;981;962.41
RECEBER;901-1;2023-08-02;1;87;982;22653.18
RECEBER;902-1;2023-08-04;1;87;984;532604.62
RECEBER;903-1;2023-08-04;1;86;985;270233.78
RECEBER;904-1;2023-08-08;1;86;986;64288.62
RECEBER;905-1;2023-08-08;1;86;987;118334.22
RECEBER;906-1;2023-08-16;1;86;999;129885.22
RECEBER;907-1;2023-08-17;1;87;989;115658.78
RECEBER;908-1;2023-08-24;1;87;990;141401.13
RECEBER;909-1;2023-08-24;1;87;992;13122.77
RECEBER;910-1;2023-08-29;1;86;993;124621.58
RECEBER;911-1;2023-08-29;1;86;994;177650.34
RECEBER;912-1;2023-08-30;1;82;995;163233.44
RECEBER;913-1;2023-08-30;1;82;996;72847.84
RECEBER;914-1;2023-08-30;1;70;997;270189.18
RECEBER;915-1;2023-08-30;1;80;998;67581.48
RECEBER;916-1;2023-08-30;1;1;1000;12635.54
RECEBER;917-1;2023-09-05;1;90;1001;380236.72
RECEBER;918-1;2023-09-08;1;87;1002;197290.84
RECEBER;919-1;2023-09-08;1;87;1003;18309.62
RECEBER;920-1;2023-09-11;1;92;1004;200593.63
RECEBER;921-1;2023-09-11;1;77;1005;49309.88
RECEBER;922-1;2023-09-13;1;93;1007;137809.8
RECEBER;923-1;2023-09-13;1;81;1008;54827.28
RECEBER;924-1;2023-09-18;1;86;1009;49968.22
RECEBER;925-1;2023-09-18;1;55;1010;49305.4
RECEBER;926-1;2023-09-18;1;55;1011;42340.31
RECEBER;927-1;2023-09-21;1;6;1012;296073.66
RECEBER;928-1;2023-09-25;1;81;1013;216709.91
RECEBER;929-1;2023-09-25;1;87;1014;98030.74
RECEBER;930-1;2023-09-25;1;87;1015;114348.21
RECEBER;931-1;2023-09-25;1;87;1016;10612.0
RECEBER;932-1;2023-09-25;1;87;1017;111697.54
RECEBER;933-1;2023-09-25;1;87;1018;10366.19
RECEBER;934-1;2023-09-26;1;77;1019;75749.89
RECEBER;935-1;2023-09-26;1;77;1020;119866.19
RECEBER;936-1;2023-09-29;1;86;1021;21079.78
RECEBER;937-1;2023-09-29;1;86;1022;35674.47
RECEBER;938-1;2023-09-29;1;86;1023;201954.4
RECEBER;940-1;2023-10-02;1;87;1024;264628.3
RECEBER;941-1;2023-10-02;1;70;1025;77232.59
RECEBER;939-1;2023-10-03;1;70;1026;114009.63
RECEBER;945-1;2023-10-06;1;90;1027;495436.91
RECEBER;946-1;2023-10-06;1;82;1028;28777.33
RECEBER;947-1;2023-10-06;1;82;1029;56748.62
RECEBER;948-1;2023-10-17;1;90;1030;311241.81
RECEBER;968-1;2023-10-17;1;90;1053;150000.0
RECEBER;969-1;2023-10-17;1;90;1054;124745.73
RECEBER;949-1;2023-10-19;1;6;1031;232432.94
RECEBER;950-1;2023-10-24;1;87;1033;147996.13
RECEBER;952-1;2023-10-27;1;81;1034;105990.29
RECEBER;953-1;2023-10-31;1;6;1035;145505.95
RECEBER;954-1;2023-10-31;1;6;1036;40555.19
RECEBER;955-1;2023-11-06;1;93;1055;457228.86
RECEBER;956-1;2023-11-06;1;86;1039;358400.29
RECEBER;957-1;2023-11-08;1;6;1040;8783.19
RECEBER;958-1;2023-11-14;1;6;1042;4066.62
RECEBER;959-1;2023-11-14;1;6;1043;17430.26
RECEBER;960-1;2023-11-14;1;6;1044;9773.93
RECEBER;961-1;2023-11-14;1;6;1046;44149.11
RECEBER;962-1;2023-11-14;1;6;1047;18104.74
RECEBER;963-1;2023-11-14;1;6;1048;8619.34
RECEBER;964-1;2023-11-14;1;6;1049;17350.37
RECEBER;965-1;2023-11-14;1;6;1050;17429.32
RECEBER;966-1;2023-11-16;1;6;1051;5569.26
RECEBER;967-1;2023-11-16;1;6;1052;35487.35
RECEBER;970-1;2023-11-17;1;82;1055;21832.43
RECEBER;971-1;2023-11-17;1;82;1057;112273.96
RECEBER;972-1;2023-11-20;1;86;1058;32418.8
RECEBER;973-1;2023-11-24;1;86;1059;124218.32
RECEBER;974-1;2023-11-24;1;77;1060;25445.36
RECEBER;975-1;2023-11-27;1;87;1061;52605.43
RECEBER;976-1;2023-11-27;1;87;1062;4882.02
RECEBER;977-1;2023-11-27;1;87;1063;170494.04
RECEBER;978-1;2023-11-27;1;87;1064;88372.33
RECEBER;979-1;2023-11-28;1;92;1065;66708.83
RECEBER;980-1;2023-12-01;1;70;1068;157351.83
RECEBER;981-1;2023-12-04;1;6;1069;4082.48
RECEBER;982-1;2023-12-04;1;95;1071;180738.28
RECEBER;983-1;2023-12-06;1;87;1075;246351.47
RECEBER;984-1;2023-12-06;1;87;1076;68388.3
RECEBER;985-1;2023-12-06;1;87;1077;84373.21
RECEBER;986-1;2023-12-06;1;6;1078;3929.46
RECEBER;987-1;2023-12-06;1;6;1079;17200.55
RECEBER;988-1;2023-12-12;1;86;1080;155103.42
RECEBER;989-1;2023-12-13;1;77;1082;24181.9
RECEBER;990-1;2023-12-13;1;77;1083;19488.71
RECEBER;991-1;2023-12-13;1;6;1084;8791.38
RECEBER;992-1;2023-12-14;1;81;1086;294940.22
RECEBER;1000-1;2023-12-18;1;96;1095;91238.83
RECEBER;265-1;2023-12-18;1;46;1090;6147.41
RECEBER;993-1;2023-12-18;1;93;1087;176719.75
RECEBER;994-1;2023-12-18;1;77;1088;37691.4
RECEBER;995-1;2023-12-18;1;77;1089;33580.47
RECEBER;996-1;2023-12-18;1;86;1091;510183.19
RECEBER;997-1;2023-12-18;1;6;1092;8625.85
RECEBER;998-1;2023-12-18;1;6;1093;8951.81
RECEBER;999-1;2023-12-18;1;6;1094;2832.0
RECEBER;1001-1;2023-12-19;1;82;1096;135483.44
RECEBER;1002-1;2023-12-19;1;82;1097;31886.77
RECEBER;1003-1;2023-12-21;1;77;1098;211390.23
RECEBER;1004-1;2023-12-21;1;6;1099;11901.57
RECEBER;1005-1;2023-12-21;1;6;1100;12990.06
RECEBER;1006-1;2023-12-21;1;6;1101;2503.04
RECEBER;1007-1;2023-12-21;1;86;1102;307849.6
RECEBER;1008-1;2023-12-22;1;6;1103;8556.21
RECEBER;1009-1;2023-12-22;1;6;1104;8724.07
RECEBER;1010-1;2023-12-22;1;77;1105;291603.62
RECEBER;1011-1;2023-12-22;1;6;1106;17743.12
RECEBER;1012-1;2023-12-28;1;70;1107;210388.77
RECEBER;1013-1;2023-12-28;1;90;1108;100637.84
RECEBER;1014-1;2023-12-28;1;90;1109;90000.0
RECEBER;1015-1;2024-01-18;1;6;1110;26102.64
RECEBER;1032-1;2024-01-22;1;86;1111;108736.2
RECEBER;1033-1;2024-01-29;1;6;1112;8491.68
RECEBER;1020-1;2024-02-01;1;86;1113;77731.97
RECEBER;1034-1;2024-02-08;1;90;1114;199688.88
RECEBER;1035-1;2024-02-08;1;93;1115;180361.55
RECEBER;1017-1;2024-02-15;1;86;1116;1219589.95
RECEBER;1016-1;2024-02-19;1;91;1117;283790.69
RECEBER;1036-1;2024-02-21;1;6;1118;25501.95
RECEBER;1037-1;2024-02-26;1;6;1119;8817.28
RECEBER;1038-1;2024-02-26;1;6;1120;8699.01
RECEBER;1018-1;2024-02-27;1;82;1121;260259.83
RECEBER;1039-1;2024-02-29;1;87;1122;405553.95
RECEBER;1040-1;2024-02-29;1;87;1124;14467.02
RECEBER;1041-1;2024-03-01;1;90;1125;286435.39
RECEBER;1061-1;2024-03-01;1;87;1152;285202.26
RECEBER;1042-1;2024-03-05;1;6;1127;17402.53
RECEBER;1043-1;2024-03-11;1;6;1128;8898.74
RECEBER;1044-1;2024-03-18;1;77;1129;102536.32
RECEBER;1045-1;2024-03-18;1;6;1130;3987.43
RECEBER;1019-1;2024-03-21;1;77;01;700.0
RECEBER;1021-1;2024-03-21;1;86;1132;558250.51
RECEBER;1022-1;2024-03-21;1;86;1133;576841.8
RECEBER;1046-1;2024-03-21;1;81;1131;319473.91
RECEBER;1047-1;2024-03-21;1;6;1134;17840.64
RECEBER;1048-1;2024-03-22;1;6;1135;17608.78
RECEBER;1049-1;2024-03-22;1;6;1136;17388.48
RECEBER;1050-1;2024-03-26;1;6;1137;2089.52
